Modèle,RMSE Test,RMSE Train,Écart %,MAE,R²,Params
LightGBM,84.78675748953806,48.27092147904125,43.06785291913368,60.170857289293274,0.8912821781339302,"{'n_estimators': 500, 'max_depth': 8, 'learning_rate': 0.03, 'num_leaves': 63, 'subsample': 0.7, 'colsample_bytree': 0.6, 'min_child_samples': 50, 'reg_alpha': 0.3, 'reg_lambda': 2.0}"
LightGBM,85.88689319722975,34.120073450753914,60.27324754616408,60.93805050664634,0.8884425764284137,"{'n_estimators': 1000, 'max_depth': 8, 'learning_rate': 0.03, 'num_leaves': 31, 'subsample': 0.7, 'colsample_bytree': 0.7, 'min_child_samples': 30, 'reg_alpha': 0.5, 'reg_lambda': 2.0}"
LightGBM,87.89260235722223,22.95457590377628,73.88338120825925,62.93843607185752,0.8831713559790826,"{'n_estimators': 700, 'max_depth': 8, 'learning_rate': 0.1, 'num_leaves': 63, 'subsample': 0.6, 'colsample_bytree': 0.6, 'min_child_samples': 50, 'reg_alpha': 0.5, 'reg_lambda': 3.0}"
LightGBM,85.0517785946485,47.230553225612745,44.468470846787774,60.5767391383691,0.8906014692985814,"{'n_estimators': 700, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 31, 'subsample': 0.6, 'colsample_bytree': 0.6, 'min_child_samples': 50, 'reg_alpha': 0.7, 'reg_lambda': 2.5}"
LightGBM,86.50327220136354,27.16618024757858,68.59519928409094,61.05326947311521,0.8868356166288642,"{'n_estimators': 500, 'max_depth': 8, 'learning_rate': 0.05, 'num_leaves': 63, 'subsample': 0.7, 'colsample_bytree': 0.6, 'min_child_samples': 20, 'reg_alpha': 0.5, 'reg_lambda': 1.5}"
LightGBM,86.50510274793527,33.70685113607043,61.0348406448486,61.82756102229278,0.8868308271021657,"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.03, 'num_leaves': 63, 'subsample': 0.6, 'colsample_bytree': 0.7, 'min_child_samples': 30, 'reg_alpha': 0.5, 'reg_lambda': 2.0}"
LightGBM,88.12369854480383,24.836382497499034,71.81645470216877,62.82189970384513,0.8825561927613568,"{'n_estimators': 700, 'max_depth': 5, 'learning_rate': 0.1, 'num_leaves': 31, 'subsample': 0.8, 'colsample_bytree': 0.7, 'min_child_samples': 20, 'reg_alpha': 0.3, 'reg_lambda': 2.0}"
LightGBM,85.48832226397451,32.31891664398444,62.19493401193592,61.33679419704112,0.8894755716833324,"{'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 31, 'subsample': 0.8, 'colsample_bytree': 0.6, 'min_child_samples': 50, 'reg_alpha': 0.5, 'reg_lambda': 2.5}"
LightGBM,87.23243879332387,15.413370371905605,82.33068960914431,61.89120631640921,0.8849197708449215,"{'n_estimators': 1200, 'max_depth': 6, 'learning_rate': 0.07, 'num_leaves': 31, 'subsample': 0.8, 'colsample_bytree': 0.6, 'min_child_samples': 20, 'reg_alpha': 0.5, 'reg_lambda': 2.5}"
LightGBM,86.56906634103944,31.923909102158536,63.1231911680853,61.35642244983622,0.8866634061542895,"{'n_estimators': 500, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 63, 'subsample': 0.7, 'colsample_bytree': 0.6, 'min_child_samples': 20, 'reg_alpha': 0.7, 'reg_lambda': 1.5}"
